order_id,order_region,market,shipping_mode,total_line_items,total_item_units,total_order_value,actual_shipping_days,scheduled_shipping_days,max_lead_time_variance,is_late_delivery,complexity_bucket
56816,Central America,LATAM,First Class,3,3.0,606.31,2,1,1,1,Medium Complexity (3-4)
56800,Central America,LATAM,Standard Class,3,4.0,696.74,6,4,2,1,Medium Complexity (3-4)
56797,Caribbean,LATAM,Same Day,2,5.0,460.75,0,0,0,0,Low Complexity (2)
56778,Central America,LATAM,Standard Class,4,5.0,790.93,4,4,0,0,Medium Complexity (3-4)
56713,Central America,LATAM,Second Class,1,1.0,387.98,4,2,2,1,Single Item (1)
56420,South America,LATAM,Second Class,4,7.0,636.02,6,2,4,1,Medium Complexity (3-4)
56350,Central America,LATAM,First Class,5,11.0,865.59,2,1,1,1,High Complexity (5+)
56331,Central America,LATAM,Standard Class,4,4.0,761.84,2,4,-2,0,Medium Complexity (3-4)
56227,Caribbean,LATAM,Standard Class,4,4.0,1046.74,3,4,-1,0,Medium Complexity (3-4)
56214,Central America,LATAM,Standard Class,4,5.0,687.74,5,4,1,1,Medium Complexity (3-4)
56149,Central America,LATAM,Same Day,5,9.0,792.01,1,0,1,1,High Complexity (5+)
56077,South America,LATAM,Standard Class,1,1.0,351.98,3,4,-1,0,Single Item (1)
55849,South America,LATAM,First Class,5,7.0,861.27,2,1,1,1,High Complexity (5+)
55674,Central America,LATAM,Second Class,5,9.0,839.61,5,2,3,1,High Complexity (5+)
55639,Central America,LATAM,Standard Class,1,1.0,359.98,5,4,1,1,Single Item (1)
55590,South America,LATAM,Standard Class,1,1.0,299.99,6,4,2,1,Single Item (1)
55524,South America,LATAM,Same Day,4,10.0,1128.89,1,0,1,1,Medium Complexity (3-4)
55507,Central America,LATAM,Standard Class,5,8.0,954.39,3,4,-1,0,High Complexity (5+)
55405,Central America,LATAM,Standard Class,5,8.0,1140.64,6,4,2,1,High Complexity (5+)
55328,South America,LATAM,First Class,5,10.0,1300.13,2,1,1,1,High Complexity (5+)
55325,South America,LATAM,First Class,5,6.0,1293.94,2,1,1,1,High Complexity (5+)
55262,Central America,LATAM,Standard Class,5,10.0,1158.43,3,4,-1,0,High Complexity (5+)
55196,South America,LATAM,Standard Class,4,11.0,909.85,2,4,-2,0,Medium Complexity (3-4)
55144,Caribbean,LATAM,Standard Class,5,11.0,1072.75,5,4,1,1,High Complexity (5+)
55093,Caribbean,LATAM,First Class,3,6.0,621.04,2,1,1,1,Medium Complexity (3-4)
55005,Central America,LATAM,Standard Class,4,8.0,783.95,6,4,2,1,Medium Complexity (3-4)
54993,Central America,LATAM,Second Class,1,1.0,371.98,4,2,2,1,Single Item (1)
54938,Caribbean,LATAM,Second Class,2,5.0,775.94,4,2,2,1,Low Complexity (2)
54821,Central America,LATAM,Standard Class,3,5.0,517.72,2,4,-2,0,Medium Complexity (3-4)
54780,Central America,LATAM,Standard Class,1,1.0,383.98,6,4,2,1,Single Item (1)
54720,Central America,LATAM,Same Day,4,11.0,769.39,1,0,1,1,Medium Complexity (3-4)
54603,Central America,LATAM,Standard Class,1,1.0,383.98,4,4,0,0,Single Item (1)
54543,South America,LATAM,First Class,4,12.0,1080.34,2,1,1,1,Medium Complexity (3-4)
54517,Central America,LATAM,Standard Class,3,3.0,793.95,3,4,-1,0,Medium Complexity (3-4)
54488,South America,LATAM,Standard Class,5,12.0,1128.84,4,4,0,0,High Complexity (5+)
54215,Central America,LATAM,Standard Class,3,6.0,847.92,6,4,2,1,Medium Complexity (3-4)
54097,Central America,LATAM,Standard Class,5,10.0,948.18,3,4,-1,0,High Complexity (5+)
54065,Central America,LATAM,Standard Class,5,12.0,904.21,6,4,2,1,High Complexity (5+)
54033,Central America,LATAM,Standard Class,2,2.0,662.96,4,4,0,0,Low Complexity (2)
53853,Caribbean,LATAM,Standard Class,5,13.0,1187.5,4,4,0,0,High Complexity (5+)
53666,South America,LATAM,Second Class,5,9.0,1354.4,2,2,0,0,High Complexity (5+)
53653,Central America,LATAM,Standard Class,5,7.0,771.86,4,4,0,0,High Complexity (5+)
53583,South America,LATAM,Standard Class,4,5.0,669.22,4,4,0,0,Medium Complexity (3-4)
53472,Central America,LATAM,First Class,1,1.0,387.98,2,1,1,1,Single Item (1)
53404,Central America,LATAM,Second Class,5,6.0,1112.94,5,2,3,1,High Complexity (5+)
53319,Central America,LATAM,Second Class,5,13.0,1353.92,5,2,3,1,High Complexity (5+)
53310,South America,LATAM,Second Class,5,12.0,1428.35,6,2,4,1,High Complexity (5+)
53295,South America,LATAM,First Class,4,11.0,792.77,2,1,1,1,Medium Complexity (3-4)
53276,Central America,LATAM,Standard Class,4,8.0,840.51,2,4,-2,0,Medium Complexity (3-4)
53154,Central America,LATAM,Standard Class,3,3.0,488.76,5,4,1,1,Medium Complexity (3-4)
53045,Central America,LATAM,Standard Class,5,8.0,1281.51,6,4,2,1,High Complexity (5+)
52910,Central America,LATAM,Standard Class,5,7.0,897.02,6,4,2,1,High Complexity (5+)
52810,Central America,LATAM,First Class,4,5.0,1032.53,2,1,1,1,Medium Complexity (3-4)
52803,Central America,LATAM,Second Class,3,5.0,505.4,4,2,2,1,Medium Complexity (3-4)
52735,South America,LATAM,Second Class,4,7.0,898.45,6,2,4,1,Medium Complexity (3-4)
52695,South America,LATAM,Standard Class,1,1.0,299.99,6,4,2,1,Single Item (1)
52690,Central America,LATAM,Same Day,5,16.0,1133.1,0,0,0,0,High Complexity (5+)
52579,Central America,LATAM,Second Class,3,6.0,611.97,5,2,3,1,Medium Complexity (3-4)
52476,Central America,LATAM,Standard Class,2,2.0,628.96,2,4,-2,0,Low Complexity (2)
55500,Caribbean,LATAM,Standard Class,1,3.0,167.37,6,4,2,1,Single Item (1)
41861,Central Asia,Pacific Asia,Standard Class,4,15.0,718.21,2,4,-2,0,Medium Complexity (3-4)
54978,South America,LATAM,Standard Class,2,6.0,488.92,4,4,0,0,Low Complexity (2)
30459,Oceania,Pacific Asia,Standard Class,1,4.0,170.0,5,4,1,1,Single Item (1)
30050,Oceania,Pacific Asia,Standard Class,2,5.0,397.99,6,4,2,1,Low Complexity (2)
35489,West of USA,USCA,Standard Class,1,4.0,166.0,5,4,1,1,Single Item (1)
31900,South of  USA,USCA,Standard Class,1,4.0,327.97,6,4,2,1,Single Item (1)
35384,West of USA,USCA,Standard Class,1,5.0,217.5,5,4,1,1,Single Item (1)
39976,US Center,USCA,First Class,5,15.0,1050.65,2,1,1,1,High Complexity (5+)
57685,South America,LATAM,First Class,2,6.0,351.56,2,1,1,1,Low Complexity (2)
30915,Oceania,Pacific Asia,First Class,1,4.0,192.0,2,1,1,1,Single Item (1)
60619,Central America,LATAM,First Class,2,6.0,334.93,2,1,1,1,Low Complexity (2)
2959,Central America,LATAM,Same Day,3,6.0,548.34,0,0,0,0,Medium Complexity (3-4)
49073,East Africa,Africa,Second Class,5,10.0,876.21,4,2,2,1,High Complexity (5+)
16294,Southern Europe,Europe,Second Class,4,8.0,1031.41,5,2,3,1,Medium Complexity (3-4)
21291,Oceania,Pacific Asia,Second Class,3,3.0,463.96,2,2,0,0,Medium Complexity (3-4)
10093,South America,LATAM,Second Class,2,6.0,294.52,4,2,2,1,Low Complexity (2)
64159,Western Europe,Europe,Standard Class,5,9.0,1073.2,5,4,1,1,High Complexity (5+)
13369,Southern Europe,Europe,Standard Class,5,8.0,1193.43,5,4,1,1,High Complexity (5+)
2295,Caribbean,LATAM,Standard Class,1,1.0,129.99,6,4,2,1,Single Item (1)
2218,Central America,LATAM,Standard Class,3,3.0,362.02,4,4,0,0,Medium Complexity (3-4)
8186,Central America,LATAM,Standard Class,4,10.0,921.13,2,4,-2,0,Medium Complexity (3-4)
23018,Southeast Asia,Pacific Asia,Standard Class,3,6.0,656.77,4,4,0,0,Medium Complexity (3-4)
76296,Southeast Asia,Pacific Asia,Standard Class,1,1.0,31.8,2,4,-2,0,Single Item (1)
42029,South Asia,Pacific Asia,Standard Class,4,9.0,1339.89,5,4,1,1,Medium Complexity (3-4)
23815,Southeast Asia,Pacific Asia,Standard Class,1,5.0,269.96,6,4,2,1,Single Item (1)
17316,Western Europe,Europe,First Class,5,8.0,585.77,2,1,1,1,High Complexity (5+)
44613,Eastern Europe,Europe,First Class,3,6.0,331.19,2,1,1,1,Medium Complexity (3-4)
11067,Western Europe,Europe,First Class,1,1.0,40.0,2,1,1,1,Single Item (1)
70652,Southern Europe,Europe,First Class,1,1.0,1200.0,2,1,1,1,Single Item (1)
524,Central America,LATAM,First Class,4,7.0,397.28,2,1,1,1,Medium Complexity (3-4)
4053,South America,LATAM,First Class,5,10.0,662.91,2,1,1,1,High Complexity (5+)
42281,South Asia,Pacific Asia,First Class,2,3.0,124.98,2,1,1,1,Low Complexity (2)
22129,Southeast Asia,Pacific Asia,First Class,4,11.0,1345.87,2,1,1,1,Medium Complexity (3-4)
76598,Eastern Asia,Pacific Asia,First Class,1,1.0,38.96,2,1,1,1,Single Item (1)
75458,Oceania,Pacific Asia,First Class,1,1.0,234.59,2,1,1,1,Single Item (1)
37301,West of USA,USCA,First Class,4,8.0,450.53,2,1,1,1,Medium Complexity (3-4)
40666,East of USA,USCA,First Class,5,10.0,542.89,2,1,1,1,High Complexity (5+)
35581,US Center,USCA,First Class,2,4.0,224.36,2,1,1,1,Low Complexity (2)
33826,South of  USA,USCA,First Class,5,13.0,835.42,2,1,1,1,High Complexity (5+)
32268,East of USA,USCA,First Class,2,3.0,157.18,2,1,1,1,Low Complexity (2)
46421,Canada,USCA,First Class,5,11.0,1214.79,2,1,1,1,High Complexity (5+)
157,Central America,LATAM,First Class,1,2.0,197.98,2,1,1,1,Single Item (1)
1842,Central America,LATAM,First Class,1,2.0,57.58,2,1,1,1,Single Item (1)
44360,West Asia,Pacific Asia,First Class,4,14.0,556.21,2,1,1,1,Medium Complexity (3-4)
39677,US Center,USCA,First Class,1,3.0,72.0,2,1,1,1,Single Item (1)
39784,West of USA,USCA,First Class,2,6.0,344.95,2,1,1,1,Low Complexity (2)
16936,Northern Europe,Europe,First Class,2,8.0,568.73,2,1,1,1,Low Complexity (2)
51753,Central America,LATAM,First Class,1,5.0,414.96,2,1,1,1,Single Item (1)
55562,Central America,LATAM,First Class,1,5.0,220.0,2,1,1,1,Single Item (1)
54322,South America,LATAM,Same Day,4,5.0,705.42,1,0,1,1,Medium Complexity (3-4)
53936,Central America,LATAM,Same Day,3,3.0,398.27,0,0,0,0,Medium Complexity (3-4)
2216,Central America,LATAM,Same Day,5,9.0,624.0,0,0,0,0,High Complexity (5+)
65809,Northern Europe,Europe,Same Day,2,3.0,479.16,1,0,1,1,Low Complexity (2)
34248,West of USA,USCA,Same Day,5,15.0,793.58,1,0,1,1,High Complexity (5+)
7807,Caribbean,LATAM,Same Day,1,4.0,198.0,1,0,1,1,Single Item (1)
26809,Southeast Asia,Pacific Asia,Same Day,2,9.0,404.12,0,0,0,0,Low Complexity (2)
47405,West Africa,Africa,Second Class,5,11.0,948.19,6,2,4,1,High Complexity (5+)
47229,West Africa,Africa,Second Class,3,5.0,501.19,5,2,3,1,Medium Complexity (3-4)
69579,Western Europe,Europe,Second Class,1,1.0,339.03,5,2,3,1,Single Item (1)
14445,Northern Europe,Europe,Second Class,3,3.0,460.48,6,2,4,1,Medium Complexity (3-4)
62145,Western Europe,Europe,Second Class,2,2.0,292.77,6,2,4,1,Low Complexity (2)
19747,Southern Europe,Europe,Second Class,1,1.0,45.0,3,2,1,1,Single Item (1)
69060,Southern Europe,Europe,Second Class,1,1.0,30.77,6,2,4,1,Single Item (1)
71512,Southern Europe,Europe,Second Class,1,1.0,156.16,3,2,1,1,Single Item (1)
66826,Southern Europe,Europe,Second Class,3,3.0,488.46,2,2,0,0,Medium Complexity (3-4)
56261,Central America,LATAM,Second Class,5,6.0,620.44,2,2,0,0,High Complexity (5+)
57619,Caribbean,LATAM,Second Class,2,2.0,227.48,5,2,3,1,Low Complexity (2)
4011,Central America,LATAM,Second Class,3,5.0,542.45,2,2,0,0,Medium Complexity (3-4)
7078,Central America,LATAM,Second Class,4,14.0,712.16,4,2,2,1,Medium Complexity (3-4)
56935,Central America,LATAM,Second Class,5,15.0,681.37,6,2,4,1,High Complexity (5+)
4407,South America,LATAM,Second Class,2,6.0,483.89,3,2,1,1,Low Complexity (2)
20766,Oceania,Pacific Asia,Second Class,3,8.0,375.78,2,2,0,0,Medium Complexity (3-4)
73934,South Asia,Pacific Asia,Second Class,1,1.0,211.5,5,2,3,1,Single Item (1)
23899,Southeast Asia,Pacific Asia,Second Class,2,6.0,619.93,5,2,3,1,Low Complexity (2)
38187,South of  USA,USCA,Second Class,4,11.0,654.24,3,2,1,1,Medium Complexity (3-4)
34892,East of USA,USCA,Second Class,4,5.0,326.24,3,2,1,1,Medium Complexity (3-4)
33073,East of USA,USCA,Second Class,5,8.0,873.8,4,2,2,1,High Complexity (5+)
21708,South Asia,Pacific Asia,Standard Class,4,8.0,922.36,4,4,0,0,Medium Complexity (3-4)
21576,Eastern Asia,Pacific Asia,First Class,2,3.0,350.94,2,1,1,1,Low Complexity (2)
21574,Eastern Asia,Pacific Asia,Standard Class,2,6.0,572.88,5,4,1,1,Low Complexity (2)
21570,Southeast Asia,Pacific Asia,Standard Class,5,8.0,548.18,6,4,2,1,High Complexity (5+)
21558,South Asia,Pacific Asia,Standard Class,3,8.0,724.9,4,4,0,0,Medium Complexity (3-4)
21511,South Asia,Pacific Asia,Second Class,1,4.0,189.92,2,2,0,0,Single Item (1)
21509,South Asia,Pacific Asia,Second Class,4,10.0,555.96,5,2,3,1,Medium Complexity (3-4)
21341,Southeast Asia,Pacific Asia,Standard Class,1,4.0,149.94,2,4,-2,0,Single Item (1)
21206,Oceania,Pacific Asia,Second Class,5,13.0,776.65,2,2,0,0,High Complexity (5+)
21202,Southeast Asia,Pacific Asia,First Class,2,6.0,541.38,2,1,1,1,Low Complexity (2)
21201,Southeast Asia,Pacific Asia,Same Day,2,8.0,538.87,0,0,0,0,Low Complexity (2)
21063,Southeast Asia,Pacific Asia,Second Class,4,9.0,460.31,4,2,2,1,Medium Complexity (3-4)
21047,Eastern Asia,Pacific Asia,First Class,2,2.0,401.46,2,1,1,1,Low Complexity (2)
21028,Oceania,Pacific Asia,Same Day,2,4.0,177.96,1,0,1,1,Low Complexity (2)
20926,Eastern Asia,Pacific Asia,Second Class,4,8.0,381.31,2,2,0,0,Medium Complexity (3-4)
20793,Eastern Asia,Pacific Asia,Standard Class,3,5.0,527.4,4,4,0,0,Medium Complexity (3-4)
20758,South Asia,Pacific Asia,Standard Class,5,13.0,1151.04,4,4,0,0,High Complexity (5+)
20752,South Asia,Pacific Asia,Standard Class,2,6.0,272.89,3,4,-1,0,Low Complexity (2)
20726,Southeast Asia,Pacific Asia,Standard Class,5,14.0,711.07,2,4,-2,0,High Complexity (5+)
20655,Eastern Asia,Pacific Asia,Same Day,5,6.0,667.02,1,0,1,1,High Complexity (5+)
20579,Eastern Asia,Pacific Asia,Standard Class,5,8.0,904.87,5,4,1,1,High Complexity (5+)
20433,Oceania,Pacific Asia,Same Day,2,2.0,368.96,0,0,0,0,Low Complexity (2)
20383,Eastern Asia,Pacific Asia,Standard Class,3,7.0,568.89,4,4,0,0,Medium Complexity (3-4)
20276,Northern Europe,Europe,Second Class,2,3.0,357.94,2,2,0,0,Low Complexity (2)
20200,Western Europe,Europe,Standard Class,2,8.0,377.45,6,4,2,1,Low Complexity (2)
20115,Western Europe,Europe,Standard Class,4,9.0,711.41,6,4,2,1,Medium Complexity (3-4)
20030,Western Europe,Europe,First Class,4,11.0,806.66,2,1,1,1,Medium Complexity (3-4)
19903,Western Europe,Europe,Standard Class,3,10.0,470.65,4,4,0,0,Medium Complexity (3-4)
19901,Western Europe,Europe,Standard Class,4,7.0,584.19,2,4,-2,0,Medium Complexity (3-4)
19861,Northern Europe,Europe,First Class,4,10.0,493.9,2,1,1,1,Medium Complexity (3-4)
19662,Northern Europe,Europe,Standard Class,2,6.0,287.91,3,4,-1,0,Low Complexity (2)
19563,Western Europe,Europe,Standard Class,4,16.0,1045.28,4,4,0,0,Medium Complexity (3-4)
19215,Southern Europe,Europe,Standard Class,2,3.0,355.44,6,4,2,1,Low Complexity (2)
19144,Southern Europe,Europe,First Class,3,8.0,346.51,2,1,1,1,Medium Complexity (3-4)
19129,Western Europe,Europe,Standard Class,5,9.0,981.84,5,4,1,1,High Complexity (5+)
19109,Southern Europe,Europe,Standard Class,4,8.0,436.38,5,4,1,1,Medium Complexity (3-4)
19091,Southern Europe,Europe,Second Class,5,14.0,621.92,2,2,0,0,High Complexity (5+)
19067,Southern Europe,Europe,First Class,3,7.0,387.4,2,1,1,1,Medium Complexity (3-4)
19002,Western Europe,Europe,Standard Class,2,3.0,262.45,3,4,-1,0,Low Complexity (2)
18991,Western Europe,Europe,Standard Class,2,10.0,518.86,2,4,-2,0,Low Complexity (2)
18967,Western Europe,Europe,Standard Class,3,6.0,336.89,3,4,-1,0,Medium Complexity (3-4)
18922,Southern Europe,Europe,Standard Class,1,1.0,39.98,3,4,-1,0,Single Item (1)
18880,Southern Europe,Europe,First Class,4,10.0,705.65,2,1,1,1,Medium Complexity (3-4)
18872,Western Europe,Europe,Standard Class,5,14.0,1063.1,3,4,-1,0,High Complexity (5+)
18790,Northern Europe,Europe,Same Day,3,9.0,512.13,0,0,0,0,Medium Complexity (3-4)
18749,Western Europe,Europe,Second Class,2,6.0,289.91,5,2,3,1,Low Complexity (2)
18403,Southern Europe,Europe,Standard Class,2,7.0,315.91,4,4,0,0,Low Complexity (2)
18346,Western Europe,Europe,First Class,5,9.0,757.58,2,1,1,1,High Complexity (5+)
18285,Western Europe,Europe,Same Day,5,12.0,840.4,1,0,1,1,High Complexity (5+)
18173,Western Europe,Europe,Standard Class,2,4.0,279.94,4,4,0,0,Low Complexity (2)
18140,Western Europe,Europe,Standard Class,5,13.0,1071.87,6,4,2,1,High Complexity (5+)
18019,Western Europe,Europe,Standard Class,4,7.0,491.86,5,4,1,1,Medium Complexity (3-4)
17991,Western Europe,Europe,Standard Class,5,13.0,816.34,2,4,-2,0,High Complexity (5+)
17914,Northern Europe,Europe,Standard Class,2,6.0,476.89,5,4,1,1,Low Complexity (2)
17844,Northern Europe,Europe,Standard Class,4,11.0,509.87,5,4,1,1,Medium Complexity (3-4)
17829,Western Europe,Europe,Standard Class,5,12.0,1302.83,5,4,1,1,High Complexity (5+)
17764,Southern Europe,Europe,Standard Class,4,5.0,714.45,5,4,1,1,Medium Complexity (3-4)
17593,Western Europe,Europe,Standard Class,1,3.0,122.95,4,4,0,0,Single Item (1)
17558,Western Europe,Europe,Standard Class,3,11.0,450.85,4,4,0,0,Medium Complexity (3-4)
17479,Western Europe,Europe,Standard Class,2,6.0,593.9,5,4,1,1,Low Complexity (2)
17430,Western Europe,Europe,Standard Class,4,6.0,608.5,6,4,2,1,Medium Complexity (3-4)
17342,Western Europe,Europe,Second Class,2,6.0,343.98,3,2,1,1,Low Complexity (2)
17299,Southern Europe,Europe,First Class,4,9.0,577.88,2,1,1,1,Medium Complexity (3-4)
17289,Western Europe,Europe,Second Class,5,16.0,1061.79,5,2,3,1,High Complexity (5+)
17264,Western Europe,Europe,Standard Class,1,2.0,82.97,5,4,1,1,Single Item (1)
17184,Southern Europe,Europe,First Class,5,7.0,713.24,2,1,1,1,High Complexity (5+)
17131,Southern Europe,Europe,Second Class,4,10.0,891.86,2,2,0,0,Medium Complexity (3-4)
17008,Western Europe,Europe,Standard Class,5,9.0,957.61,4,4,0,0,High Complexity (5+)
16967,Western Europe,Europe,First Class,5,8.0,742.94,2,1,1,1,High Complexity (5+)
16951,Western Europe,Europe,Second Class,5,6.0,842.83,2,2,0,0,High Complexity (5+)
16887,Western Europe,Europe,Standard Class,5,15.0,1008.14,3,4,-1,0,High Complexity (5+)
16853,Western Europe,Europe,Standard Class,2,7.0,519.92,4,4,0,0,Low Complexity (2)
16841,Western Europe,Europe,First Class,5,21.0,1049.76,2,1,1,1,High Complexity (5+)
16760,Western Europe,Europe,Second Class,3,10.0,651.89,6,2,4,1,Medium Complexity (3-4)
16751,Southern Europe,Europe,Standard Class,4,8.0,946.4,2,4,-2,0,Medium Complexity (3-4)
16679,Southern Europe,Europe,Standard Class,4,10.0,602.9,5,4,1,1,Medium Complexity (3-4)
16647,Southern Europe,Europe,Standard Class,4,10.0,884.87,3,4,-1,0,Medium Complexity (3-4)
16502,Southern Europe,Europe,Standard Class,1,3.0,139.44,3,4,-1,0,Single Item (1)
16317,Western Europe,Europe,Second Class,5,14.0,929.64,3,2,1,1,High Complexity (5+)
16305,Western Europe,Europe,Second Class,4,11.0,679.91,6,2,4,1,Medium Complexity (3-4)
16240,Western Europe,Europe,Standard Class,5,12.0,726.89,6,4,2,1,High Complexity (5+)
16185,Western Europe,Europe,Same Day,3,9.0,333.61,0,0,0,0,Medium Complexity (3-4)
15995,Western Europe,Europe,Standard Class,5,15.0,1077.02,6,4,2,1,High Complexity (5+)
15829,Western Europe,Europe,Standard Class,4,9.0,729.4,5,4,1,1,Medium Complexity (3-4)
15714,Western Europe,Europe,Standard Class,5,10.0,726.19,5,4,1,1,High Complexity (5+)
15638,Northern Europe,Europe,Standard Class,4,10.0,909.83,4,4,0,0,Medium Complexity (3-4)
15503,Western Europe,Europe,Standard Class,3,3.0,357.06,4,4,0,0,Medium Complexity (3-4)
15485,Western Europe,Europe,Standard Class,4,6.0,637.5,6,4,2,1,Medium Complexity (3-4)
15477,Northern Europe,Europe,Second Class,4,13.0,787.47,3,2,1,1,Medium Complexity (3-4)
15440,Western Europe,Europe,Standard Class,2,8.0,353.95,6,4,2,1,Low Complexity (2)
15322,Western Europe,Europe,Standard Class,3,9.0,589.4,3,4,-1,0,Medium Complexity (3-4)
15264,Southern Europe,Europe,Standard Class,3,8.0,716.19,5,4,1,1,Medium Complexity (3-4)
15236,Western Europe,Europe,Standard Class,4,12.0,821.9,2,4,-2,0,Medium Complexity (3-4)
15219,Western Europe,Europe,Standard Class,4,12.0,955.88,5,4,1,1,Medium Complexity (3-4)
15108,Western Europe,Europe,First Class,4,8.0,824.87,2,1,1,1,Medium Complexity (3-4)
15040,Western Europe,Europe,Standard Class,5,13.0,878.84,6,4,2,1,High Complexity (5+)
15011,Southern Europe,Europe,First Class,3,9.0,474.29,2,1,1,1,Medium Complexity (3-4)
14983,Western Europe,Europe,Second Class,3,3.0,554.75,4,2,2,1,Medium Complexity (3-4)
14829,Western Europe,Europe,Standard Class,5,13.0,975.39,5,4,1,1,High Complexity (5+)
14737,Western Europe,Europe,Standard Class,4,11.0,650.2,3,4,-1,0,Medium Complexity (3-4)
14694,Western Europe,Europe,Standard Class,2,5.0,559.91,5,4,1,1,Low Complexity (2)
14641,Southern Europe,Europe,Standard Class,3,9.0,580.28,2,4,-2,0,Medium Complexity (3-4)
14558,Western Europe,Europe,Standard Class,1,4.0,199.92,4,4,0,0,Single Item (1)
14406,Western Europe,Europe,Second Class,5,13.0,720.26,2,2,0,0,High Complexity (5+)
14279,Western Europe,Europe,Standard Class,4,9.0,638.12,5,4,1,1,Medium Complexity (3-4)
14162,Western Europe,Europe,Second Class,5,7.0,745.14,3,2,1,1,High Complexity (5+)
14113,Northern Europe,Europe,Second Class,4,7.0,381.04,4,2,2,1,Medium Complexity (3-4)
13965,Southern Europe,Europe,Second Class,5,15.0,1416.3,6,2,4,1,High Complexity (5+)
13962,Western Europe,Europe,Same Day,5,9.0,924.78,1,0,1,1,High Complexity (5+)
13923,Southern Europe,Europe,First Class,3,7.0,279.96,2,1,1,1,Medium Complexity (3-4)
13917,Southern Europe,Europe,Standard Class,1,4.0,189.92,3,4,-1,0,Single Item (1)
13912,Northern Europe,Europe,First Class,1,5.0,237.41,2,1,1,1,Single Item (1)
13878,Western Europe,Europe,Standard Class,2,4.0,155.54,4,4,0,0,Low Complexity (2)
13455,Southern Europe,Europe,Standard Class,4,14.0,622.94,6,4,2,1,Medium Complexity (3-4)
13301,Western Europe,Europe,Same Day,5,18.0,1369.36,0,0,0,0,High Complexity (5+)
13133,Northern Europe,Europe,Standard Class,4,6.0,560.92,4,4,0,0,Medium Complexity (3-4)
13031,Western Europe,Europe,Standard Class,2,3.0,483.95,2,4,-2,0,Low Complexity (2)
13004,Western Europe,Europe,Standard Class,5,15.0,857.42,5,4,1,1,High Complexity (5+)
12971,Western Europe,Europe,Standard Class,3,12.0,749.36,2,4,-2,0,Medium Complexity (3-4)
12842,Northern Europe,Europe,Standard Class,5,9.0,765.75,3,4,-1,0,High Complexity (5+)
12827,Western Europe,Europe,Second Class,4,11.0,680.0,3,2,1,1,Medium Complexity (3-4)
12759,Southern Europe,Europe,Second Class,2,6.0,261.61,5,2,3,1,Low Complexity (2)
12636,Southern Europe,Europe,First Class,3,6.0,777.9,2,1,1,1,Medium Complexity (3-4)
12582,Western Europe,Europe,Standard Class,5,14.0,698.75,3,4,-1,0,High Complexity (5+)
12562,Western Europe,Europe,Same Day,2,6.0,455.9,0,0,0,0,Low Complexity (2)
12494,Western Europe,Europe,Standard Class,4,9.0,808.91,5,4,1,1,Medium Complexity (3-4)
12326,Southern Europe,Europe,Standard Class,3,10.0,767.63,2,4,-2,0,Medium Complexity (3-4)
12305,Northern Europe,Europe,Standard Class,3,5.0,337.93,6,4,2,1,Medium Complexity (3-4)
12297,Western Europe,Europe,Second Class,4,8.0,892.16,3,2,1,1,Medium Complexity (3-4)
12277,Northern Europe,Europe,First Class,4,12.0,937.09,2,1,1,1,Medium Complexity (3-4)
12179,Western Europe,Europe,Second Class,2,8.0,413.9,5,2,3,1,Low Complexity (2)
12166,Western Europe,Europe,First Class,5,16.0,772.95,2,1,1,1,High Complexity (5+)
12064,Southern Europe,Europe,First Class,5,14.0,674.05,2,1,1,1,High Complexity (5+)
11995,Northern Europe,Europe,Second Class,3,4.0,402.79,6,2,4,1,Medium Complexity (3-4)
11899,Southern Europe,Europe,Standard Class,3,7.0,550.38,5,4,1,1,Medium Complexity (3-4)
11884,Western Europe,Europe,Standard Class,3,7.0,619.11,5,4,1,1,Medium Complexity (3-4)
11619,Northern Europe,Europe,Standard Class,2,7.0,303.43,5,4,1,1,Low Complexity (2)
11615,Western Europe,Europe,Standard Class,3,6.0,245.72,6,4,2,1,Medium Complexity (3-4)
52445,Caribbean,LATAM,Standard Class,4,8.0,651.84,6,4,2,1,Medium Complexity (3-4)
52435,Central America,LATAM,First Class,4,6.0,758.33,2,1,1,1,Medium Complexity (3-4)
52370,Central America,LATAM,First Class,5,8.0,1228.3,2,1,1,1,High Complexity (5+)
52276,Central America,LATAM,Standard Class,3,7.0,781.97,2,4,-2,0,Medium Complexity (3-4)
52243,Central America,LATAM,Standard Class,5,9.0,1348.69,4,4,0,0,High Complexity (5+)
52221,Central America,LATAM,Standard Class,2,6.0,872.93,2,4,-2,0,Low Complexity (2)
52208,South America,LATAM,First Class,1,1.0,377.98,2,1,1,1,Single Item (1)
52160,Central America,LATAM,Second Class,5,9.0,1612.38,6,2,4,1,High Complexity (5+)
52144,Central America,LATAM,First Class,4,14.0,963.44,2,1,1,1,Medium Complexity (3-4)
51808,Central America,LATAM,Standard Class,5,12.0,1195.07,4,4,0,0,High Complexity (5+)
51689,Central America,LATAM,Standard Class,5,10.0,888.89,5,4,1,1,High Complexity (5+)
51449,Central America,LATAM,Standard Class,1,1.0,327.98,5,4,1,1,Single Item (1)
51433,Central America,LATAM,Standard Class,4,12.0,1343.87,4,4,0,0,Medium Complexity (3-4)
51428,Central America,LATAM,Standard Class,5,13.0,939.86,4,4,0,0,High Complexity (5+)
51398,South America,LATAM,Standard Class,1,1.0,327.98,4,4,0,0,Single Item (1)
